player_id,Player,DraftYear,Pick,PickBand,text_profile
7426,Emir Preldžić,2009,57,SecondRound,"Giocatore: Emir Preldžić. Provenienza: Overseas (Bosnia & Herzegovina). Scelto al Draft NBA 2009 con la pick 57. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7427,Lester Hudson,2009,58,SecondRound,"Giocatore: Lester Hudson. Provenienza: University of Tennessee at Martin. Scelto al Draft NBA 2009 con la pick 58. Fascia di scelta: SecondRound. Tiro da 3: 27.7%, tiratore da 3 punti poco affidabile. Tiri liberi: 80.6%, buon tiratore di tiri liberi. Rimbalzi: 77.0 a partita, forte rimbalzista. Assist: 71.0 a partita, ottimo playmaker e passatore. Segna in media 268.0 punti a partita. Win Shares in carriera: 0.2."
7428,Chinemelu Elonu,2009,59,SecondRound,"Giocatore: Chinemelu Elonu. Provenienza: Texas A&M. Scelto al Draft NBA 2009 con la pick 59. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7429,Robert Dozier,2009,60,SecondRound,"Giocatore: Robert Dozier. Provenienza: Memphis. Scelto al Draft NBA 2009 con la pick 60. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7430,John Wall,2010,1,Top10,"Giocatore: John Wall. Provenienza: Kentucky. Scelto al Draft NBA 2010 con la pick 1. Fascia di scelta: Top10. Tiro da 3: 32.2%, tiratore da 3 punti discreto. Tiri liberi: 77.6%, buon tiratore di tiri liberi. Rimbalzi: 2704.0 a partita, forte rimbalzista. Assist: 5735.0 a partita, ottimo playmaker e passatore. Segna in media 12088.0 punti a partita. Win Shares in carriera: 44.5."
7431,Evan Turner,2010,2,Top10,"Giocatore: Evan Turner. Provenienza: Ohio State. Scelto al Draft NBA 2010 con la pick 2. Fascia di scelta: Top10. Tiro da 3: 29.4%, tiratore da 3 punti poco affidabile. Tiri liberi: 78.2%, buon tiratore di tiri liberi. Rimbalzi: 3278.0 a partita, forte rimbalzista. Assist: 2462.0 a partita, ottimo playmaker e passatore. Segna in media 6824.0 punti a partita. Win Shares in carriera: 20.2."
7432,Derrick Favors,2010,3,Top10,"Giocatore: Derrick Favors. Provenienza: Georgia Tech. Scelto al Draft NBA 2010 con la pick 3. Fascia di scelta: Top10. Tiro da 3: 19.8%, tiratore da 3 punti poco affidabile. Tiri liberi: 66.3%, tiratore di liberi migliorabile. Rimbalzi: 5608.0 a partita, forte rimbalzista. Assist: 851.0 a partita, ottimo playmaker e passatore. Segna in media 8354.0 punti a partita. Win Shares in carriera: 60.2."
7433,Wesley Johnson,2010,4,Top10,"Giocatore: Wesley Johnson. Provenienza: Syracuse. Scelto al Draft NBA 2010 con la pick 4. Fascia di scelta: Top10. Tiro da 3: 33.7%, tiratore da 3 punti discreto. Tiri liberi: 74.1%, tiratore di liberi migliorabile. Rimbalzi: 1924.0 a partita, forte rimbalzista. Assist: 645.0 a partita, ottimo playmaker e passatore. Segna in media 4235.0 punti a partita. Win Shares in carriera: 10.7."
7434,DeMarcus Cousins,2010,5,Top10,"Giocatore: DeMarcus Cousins. Provenienza: Kentucky. Scelto al Draft NBA 2010 con la pick 5. Fascia di scelta: Top10. Tiro da 3: 33.1%, tiratore da 3 punti discreto. Tiri liberi: 73.7%, tiratore di liberi migliorabile. Rimbalzi: 6664.0 a partita, forte rimbalzista. Assist: 1979.0 a partita, ottimo playmaker e passatore. Segna in media 12802.0 punti a partita. Win Shares in carriera: 46.8."
7435,Ekpe Udoh,2010,6,Top10,"Giocatore: Ekpe Udoh. Provenienza: Baylor. Scelto al Draft NBA 2010 con la pick 6. Fascia di scelta: Top10. Tiri liberi: 71.8%, tiratore di liberi migliorabile. Rimbalzi: 1100.0 a partita, forte rimbalzista. Assist: 260.0 a partita, ottimo playmaker e passatore. Segna in media 1353.0 punti a partita. Win Shares in carriera: 10.4."
7436,Greg Monroe,2010,7,Top10,"Giocatore: Greg Monroe. Provenienza: Georgetown. Scelto al Draft NBA 2010 con la pick 7. Fascia di scelta: Top10. Tiro da 3: 5.9%, tiratore da 3 punti poco affidabile. Tiri liberi: 70.3%, tiratore di liberi migliorabile. Rimbalzi: 5293.0 a partita, forte rimbalzista. Assist: 1376.0 a partita, ottimo playmaker e passatore. Segna in media 8402.0 punti a partita. Win Shares in carriera: 50.4."
7437,Al-Farouq Aminu,2010,8,Top10,"Giocatore: Al-Farouq Aminu. Provenienza: Wake Forest. Scelto al Draft NBA 2010 con la pick 8. Fascia di scelta: Top10. Tiro da 3: 33.2%, tiratore da 3 punti discreto. Tiri liberi: 74.6%, tiratore di liberi migliorabile. Rimbalzi: 4280.0 a partita, forte rimbalzista. Assist: 879.0 a partita, ottimo playmaker e passatore. Segna in media 5350.0 punti a partita. Win Shares in carriera: 27.6."
7438,Gordon Hayward,2010,9,Top10,"Giocatore: Gordon Hayward. Provenienza: Butler. Scelto al Draft NBA 2010 con la pick 9. Fascia di scelta: Top10. Tiro da 3: 37.0%, buon tiratore da 3 punti. Tiri liberi: 82.2%, buon tiratore di tiri liberi. Rimbalzi: 3698.0 a partita, forte rimbalzista. Assist: 2940.0 a partita, ottimo playmaker e passatore. Segna in media 12687.0 punti a partita. Win Shares in carriera: 63.4."
7439,Paul George,2010,10,Top10,"Giocatore: Paul George. Provenienza: Fresno State. Scelto al Draft NBA 2010 con la pick 10. Fascia di scelta: Top10. Tiro da 3: 38.3%, buon tiratore da 3 punti. Tiri liberi: 85.3%, eccellente tiratore di tiri liberi. Rimbalzi: 5684.0 a partita, forte rimbalzista. Assist: 3369.0 a partita, ottimo playmaker e passatore. Segna in media 18697.0 punti a partita. Win Shares in carriera: 89.5."
7440,Cole Aldrich,2010,11,FirstRound,"Giocatore: Cole Aldrich. Provenienza: Kansas. Scelto al Draft NBA 2010 con la pick 11. Fascia di scelta: FirstRound. Tiri liberi: 73.8%, tiratore di liberi migliorabile. Rimbalzi: 1131.0 a partita, forte rimbalzista. Assist: 183.0 a partita, ottimo playmaker e passatore. Segna in media 1050.0 punti a partita. Win Shares in carriera: 9.6."
7441,Xavier Henry,2010,12,FirstRound,"Giocatore: Xavier Henry. Provenienza: Kansas. Scelto al Draft NBA 2010 con la pick 12. Fascia di scelta: FirstRound. Tiro da 3: 32.5%, tiratore da 3 punti discreto. Tiri liberi: 63.5%, tiratore di liberi migliorabile. Rimbalzi: 351.0 a partita, forte rimbalzista. Assist: 120.0 a partita, ottimo playmaker e passatore. Segna in media 1050.0 punti a partita. Win Shares in carriera: 0.8."
7442,Ed Davis,2010,13,FirstRound,"Giocatore: Ed Davis. Provenienza: UNC. Scelto al Draft NBA 2010 con la pick 13. Fascia di scelta: FirstRound. Tiri liberi: 58.3%, tiratore di liberi migliorabile. Rimbalzi: 4616.0 a partita, forte rimbalzista. Assist: 539.0 a partita, ottimo playmaker e passatore. Segna in media 4291.0 punti a partita. Win Shares in carriera: 43.3."
7443,Patrick Patterson,2010,14,FirstRound,"Giocatore: Patrick Patterson. Provenienza: Kentucky. Scelto al Draft NBA 2010 con la pick 14. Fascia di scelta: FirstRound. Tiro da 3: 36.9%, buon tiratore da 3 punti. Tiri liberi: 75.5%, buon tiratore di tiri liberi. Rimbalzi: 2799.0 a partita, forte rimbalzista. Assist: 736.0 a partita, ottimo playmaker e passatore. Segna in media 4782.0 punti a partita. Win Shares in carriera: 31.9."
7444,Larry Sanders,2010,15,FirstRound,"Giocatore: Larry Sanders. Provenienza: VCU. Scelto al Draft NBA 2010 con la pick 15. Fascia di scelta: FirstRound. Tiri liberi: 55.3%, tiratore di liberi migliorabile. Rimbalzi: 1345.0 a partita, forte rimbalzista. Assist: 174.0 a partita, ottimo playmaker e passatore. Segna in media 1520.0 punti a partita. Win Shares in carriera: 10.3."
7445,Luke Babbitt,2010,16,FirstRound,"Giocatore: Luke Babbitt. Provenienza: Nevada. Scelto al Draft NBA 2010 con la pick 16. Fascia di scelta: FirstRound. Tiro da 3: 40.2%, ottimo tiratore da 3 punti. Tiri liberi: 74.7%, tiratore di liberi migliorabile. Rimbalzi: 846.0 a partita, forte rimbalzista. Assist: 224.0 a partita, ottimo playmaker e passatore. Segna in media 1818.0 punti a partita. Win Shares in carriera: 7.2."
7446,Kevin Séraphin,2010,17,FirstRound,"Giocatore: Kevin Séraphin. Provenienza: Overseas (France). Scelto al Draft NBA 2010 con la pick 17. Fascia di scelta: FirstRound. Tiri liberi: 71.5%, tiratore di liberi migliorabile. Rimbalzi: 1462.0 a partita, forte rimbalzista. Assist: 246.0 a partita, ottimo playmaker e passatore. Segna in media 2516.0 punti a partita. Win Shares in carriera: 5.9."
7447,Eric Bledsoe,2010,18,FirstRound,"Giocatore: Eric Bledsoe. Provenienza: Kentucky. Scelto al Draft NBA 2010 con la pick 18. Fascia di scelta: FirstRound. Tiro da 3: 33.6%, tiratore da 3 punti discreto. Tiri liberi: 78.4%, buon tiratore di tiri liberi. Rimbalzi: 2937.0 a partita, forte rimbalzista. Assist: 3545.0 a partita, ottimo playmaker e passatore. Segna in media 10348.0 punti a partita. Win Shares in carriera: 46.1."
7448,Avery Bradley,2010,19,FirstRound,"Giocatore: Avery Bradley. Provenienza: Texas. Scelto al Draft NBA 2010 con la pick 19. Fascia di scelta: FirstRound. Tiro da 3: 36.5%, buon tiratore da 3 punti. Tiri liberi: 78.3%, buon tiratore di tiri liberi. Rimbalzi: 1863.0 a partita, forte rimbalzista. Assist: 1105.0 a partita, ottimo playmaker e passatore. Segna in media 7279.0 punti a partita. Win Shares in carriera: 17.2."
7449,James Anderson,2010,20,FirstRound,"Giocatore: James Anderson. Provenienza: Oklahoma State. Scelto al Draft NBA 2010 con la pick 20. Fascia di scelta: FirstRound. Tiro da 3: 32.1%, tiratore da 3 punti discreto. Tiri liberi: 75.5%, buon tiratore di tiri liberi. Rimbalzi: 560.0 a partita, forte rimbalzista. Assist: 291.0 a partita, ottimo playmaker e passatore. Segna in media 1422.0 punti a partita. Win Shares in carriera: 3.3."
7450,Craig Brackins,2010,21,FirstRound,"Giocatore: Craig Brackins. Provenienza: Iowa State. Scelto al Draft NBA 2010 con la pick 21. Fascia di scelta: FirstRound. Tiro da 3: 21.4%, tiratore da 3 punti poco affidabile. Tiri liberi: 50.0%, tiratore di liberi migliorabile. Rimbalzi: 19.0 a partita, forte rimbalzista. Assist: 9.0 a partita, ottimo playmaker e passatore. Segna in media 30.0 punti a partita. Win Shares in carriera: -0.2."
7451,Elliot Williams,2010,22,FirstRound,"Giocatore: Elliot Williams. Provenienza: Memphis. Scelto al Draft NBA 2010 con la pick 22. Fascia di scelta: FirstRound. Tiro da 3: 31.0%, tiratore da 3 punti discreto. Tiri liberi: 66.9%, tiratore di liberi migliorabile. Rimbalzi: 161.0 a partita, forte rimbalzista. Assist: 94.0 a partita, ottimo playmaker e passatore. Segna in media 537.0 punti a partita. Win Shares in carriera: 0.7."
7452,Trevor Booker,2010,23,FirstRound,"Giocatore: Trevor Booker. Provenienza: Clemson. Scelto al Draft NBA 2010 con la pick 23. Fascia di scelta: FirstRound. Tiro da 3: 30.5%, tiratore da 3 punti discreto. Tiri liberi: 63.6%, tiratore di liberi migliorabile. Rimbalzi: 2932.0 a partita, forte rimbalzista. Assist: 566.0 a partita, ottimo playmaker e passatore. Segna in media 3679.0 punti a partita. Win Shares in carriera: 26.2."
7453,Damion James,2010,24,FirstRound,"Giocatore: Damion James. Provenienza: Texas. Scelto al Draft NBA 2010 con la pick 24. Fascia di scelta: FirstRound. Tiri liberi: 66.7%, tiratore di liberi migliorabile. Rimbalzi: 131.0 a partita, forte rimbalzista. Assist: 26.0 a partita, ottimo playmaker e passatore. Segna in media 150.0 punti a partita. Win Shares in carriera: 0.0."
7454,Dominique Jones,2010,25,FirstRound,"Giocatore: Dominique Jones. Provenienza: South Florida. Scelto al Draft NBA 2010 con la pick 25. Fascia di scelta: FirstRound. Tiro da 3: 9.5%, tiratore da 3 punti poco affidabile. Tiri liberi: 72.9%, tiratore di liberi migliorabile. Rimbalzi: 114.0 a partita, forte rimbalzista. Assist: 144.0 a partita, ottimo playmaker e passatore. Segna in media 246.0 punti a partita. Win Shares in carriera: 0.3."
7455,Quincy Pondexter,2010,26,FirstRound,"Giocatore: Quincy Pondexter. Provenienza: Washington. Scelto al Draft NBA 2010 con la pick 26. Fascia di scelta: FirstRound. Tiro da 3: 35.6%, buon tiratore da 3 punti. Tiri liberi: 74.6%, tiratore di liberi migliorabile. Rimbalzi: 640.0 a partita, forte rimbalzista. Assist: 263.0 a partita, ottimo playmaker e passatore. Segna in media 1609.0 punti a partita. Win Shares in carriera: 9.7."
7456,Jordan Crawford,2010,27,FirstRound,"Giocatore: Jordan Crawford. Provenienza: Xavier. Scelto al Draft NBA 2010 con la pick 27. Fascia di scelta: FirstRound. Tiro da 3: 31.7%, tiratore da 3 punti discreto. Tiri liberi: 82.6%, buon tiratore di tiri liberi. Rimbalzi: 703.0 a partita, forte rimbalzista. Assist: 883.0 a partita, ottimo playmaker e passatore. Segna in media 3432.0 punti a partita. Win Shares in carriera: 6.3."
7457,Greivis Vásquez,2010,28,FirstRound,"Giocatore: Greivis Vásquez. Provenienza: Maryland. Scelto al Draft NBA 2010 con la pick 28. Fascia di scelta: FirstRound. Tiro da 3: 34.9%, tiratore da 3 punti discreto. Tiri liberi: 81.7%, buon tiratore di tiri liberi. Rimbalzi: 1021.0 a partita, forte rimbalzista. Assist: 1935.0 a partita, ottimo playmaker e passatore. Segna in media 3591.0 punti a partita. Win Shares in carriera: 12.6."
7458,Daniel Orton,2010,29,FirstRound,"Giocatore: Daniel Orton. Provenienza: Kentucky. Scelto al Draft NBA 2010 con la pick 29. Fascia di scelta: FirstRound. Tiri liberi: 59.7%, tiratore di liberi migliorabile. Rimbalzi: 126.0 a partita, forte rimbalzista. Assist: 24.0 a partita, ottimo playmaker e passatore. Segna in media 143.0 punti a partita. Win Shares in carriera: 1.0."
7459,Lazar Hayward,2010,30,FirstRound,"Giocatore: Lazar Hayward. Provenienza: Marquette. Scelto al Draft NBA 2010 con la pick 30. Fascia di scelta: FirstRound. Tiro da 3: 26.9%, tiratore da 3 punti poco affidabile. Tiri liberi: 76.7%, buon tiratore di tiri liberi. Rimbalzi: 90.0 a partita, forte rimbalzista. Assist: 35.0 a partita, ottimo playmaker e passatore. Segna in media 207.0 punti a partita. Win Shares in carriera: 0.2."
7460,Tibor Pleiß,2010,31,SecondRound,"Giocatore: Tibor Pleiß. Provenienza: Overseas (Germany). Scelto al Draft NBA 2010 con la pick 31. Fascia di scelta: SecondRound. Tiri liberi: 100.0%, eccellente tiratore di tiri liberi. Rimbalzi: 15.0 a partita, forte rimbalzista. Assist: 2.0 a partita, non particolarmente orientato agli assist. Segna in media 24.0 punti a partita. Win Shares in carriera: -0.1."
7461,Dexter Pittman,2010,32,SecondRound,"Giocatore: Dexter Pittman. Provenienza: Texas. Scelto al Draft NBA 2010 con la pick 32. Fascia di scelta: SecondRound. Tiri liberi: 54.5%, tiratore di liberi migliorabile. Rimbalzi: 89.0 a partita, forte rimbalzista. Assist: 9.0 a partita, ottimo playmaker e passatore. Segna in media 116.0 punti a partita. Win Shares in carriera: 0.5."
7462,Hassan Whiteside,2010,33,SecondRound,"Giocatore: Hassan Whiteside. Provenienza: Marshall. Scelto al Draft NBA 2010 con la pick 33. Fascia di scelta: SecondRound. Tiro da 3: 30.8%, tiratore da 3 punti discreto. Tiri liberi: 60.5%, tiratore di liberi migliorabile. Rimbalzi: 5523.0 a partita, forte rimbalzista. Assist: 327.0 a partita, ottimo playmaker e passatore. Segna in media 6450.0 punti a partita. Win Shares in carriera: 52.0."
7463,Armon Johnson,2010,34,SecondRound,"Giocatore: Armon Johnson. Provenienza: Nevada. Scelto al Draft NBA 2010 con la pick 34. Fascia di scelta: SecondRound. Tiro da 3: 40.0%, ottimo tiratore da 3 punti. Tiri liberi: 67.9%, tiratore di liberi migliorabile. Rimbalzi: 49.0 a partita, forte rimbalzista. Assist: 56.0 a partita, ottimo playmaker e passatore. Segna in media 157.0 punti a partita. Win Shares in carriera: -0.1."
7464,Nemanja Bjelica,2010,35,SecondRound,"Giocatore: Nemanja Bjelica. Provenienza: Overseas (Serbia). Scelto al Draft NBA 2010 con la pick 35. Fascia di scelta: SecondRound. Tiro da 3: 38.4%, buon tiratore da 3 punti. Tiri liberi: 75.9%, buon tiratore di tiri liberi. Rimbalzi: 2051.0 a partita, forte rimbalzista. Assist: 826.0 a partita, ottimo playmaker e passatore. Segna in media 3412.0 punti a partita. Win Shares in carriera: 20.0."
7465,Terrico White,2010,36,SecondRound,"Giocatore: Terrico White. Provenienza: Ole Miss. Scelto al Draft NBA 2010 con la pick 36. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7466,Darington Hobson,2010,37,SecondRound,"Giocatore: Darington Hobson. Provenienza: New Mexico. Scelto al Draft NBA 2010 con la pick 37. Fascia di scelta: SecondRound. Tiri liberi: -10000.0%, tiratore di liberi migliorabile. Rimbalzi: 3.0 a partita, rimbalzista non di impatto. Assist: 6.0 a partita, buon passatore. Segna in media 4.0 punti a partita. Win Shares in carriera: -0.2."
7467,Andy Rautins,2010,38,SecondRound,"Giocatore: Andy Rautins. Provenienza: Syracuse. Scelto al Draft NBA 2010 con la pick 38. Fascia di scelta: SecondRound. Tiro da 3: 25.0%, tiratore da 3 punti poco affidabile. Tiri liberi: 50.0%, tiratore di liberi migliorabile. Rimbalzi: 1.0 a partita, rimbalzista non di impatto. Assist: 3.0 a partita, non particolarmente orientato agli assist. Segna in media 8.0 punti a partita. Win Shares in carriera: -0.2."
7468,Landry Fields,2010,39,SecondRound,"Giocatore: Landry Fields. Provenienza: Stanford. Scelto al Draft NBA 2010 con la pick 39. Fascia di scelta: SecondRound. Tiro da 3: 33.2%, tiratore da 3 punti discreto. Tiri liberi: 66.6%, tiratore di liberi migliorabile. Rimbalzi: 1092.0 a partita, forte rimbalzista. Assist: 419.0 a partita, ottimo playmaker e passatore. Segna in media 1731.0 punti a partita. Win Shares in carriera: 10.5."
7469,Lance Stephenson,2010,40,SecondRound,"Giocatore: Lance Stephenson. Provenienza: Cincinnati. Scelto al Draft NBA 2010 con la pick 40. Fascia di scelta: SecondRound. Tiro da 3: 31.4%, tiratore da 3 punti discreto. Tiri liberi: 69.4%, tiratore di liberi migliorabile. Rimbalzi: 2251.0 a partita, forte rimbalzista. Assist: 1621.0 a partita, ottimo playmaker e passatore. Segna in media 4738.0 punti a partita. Win Shares in carriera: 17.5."
7470,Jarvis Varnado,2010,41,SecondRound,"Giocatore: Jarvis Varnado. Provenienza: Mississippi State. Scelto al Draft NBA 2010 con la pick 41. Fascia di scelta: SecondRound. Tiri liberi: 51.8%, tiratore di liberi migliorabile. Rimbalzi: 72.0 a partita, forte rimbalzista. Assist: 16.0 a partita, ottimo playmaker e passatore. Segna in media 107.0 punti a partita. Win Shares in carriera: 0.7."
7471,Da'Sean Butler,2010,42,SecondRound,"Giocatore: Da'Sean Butler. Provenienza: West Virginia. Scelto al Draft NBA 2010 con la pick 42. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7472,Devin Ebanks,2010,43,SecondRound,"Giocatore: Devin Ebanks. Provenienza: West Virginia. Scelto al Draft NBA 2010 con la pick 43. Fascia di scelta: SecondRound. Tiro da 3: 22.2%, tiratore da 3 punti poco affidabile. Tiri liberi: 72.2%, tiratore di liberi migliorabile. Rimbalzi: 122.0 a partita, forte rimbalzista. Assist: 24.0 a partita, ottimo playmaker e passatore. Segna in media 224.0 punti a partita. Win Shares in carriera: 0.5."
7473,Jerome Jordan,2010,44,SecondRound,"Giocatore: Jerome Jordan. Provenienza: Tulsa. Scelto al Draft NBA 2010 con la pick 44. Fascia di scelta: SecondRound. Tiri liberi: 85.2%, eccellente tiratore di tiri liberi. Rimbalzi: 132.0 a partita, forte rimbalzista. Assist: 17.0 a partita, ottimo playmaker e passatore. Segna in media 180.0 punti a partita. Win Shares in carriera: 1.7."
7474,Paulão Prestes,2010,45,SecondRound,"Giocatore: Paulão Prestes. Provenienza: Overseas (Brazil). Scelto al Draft NBA 2010 con la pick 45. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7475,Gani Lawal,2010,46,SecondRound,"Giocatore: Gani Lawal. Provenienza: Georgia Tech. Scelto al Draft NBA 2010 con la pick 46. Fascia di scelta: SecondRound. Tiri liberi: -10000.0%, tiratore di liberi migliorabile. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7476,Tiny Gallon,2010,47,SecondRound,"Giocatore: Tiny Gallon. Provenienza: Oklahoma. Scelto al Draft NBA 2010 con la pick 47. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7477,Latavious Williams,2010,48,SecondRound,"Giocatore: Latavious Williams. Provenienza: High School. Scelto al Draft NBA 2010 con la pick 48. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7478,Ryan Richards,2010,49,SecondRound,"Giocatore: Ryan Richards. Provenienza: Overseas (United Kingdom). Scelto al Draft NBA 2010 con la pick 49. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7479,Solomon Alabi,2010,50,SecondRound,"Giocatore: Solomon Alabi. Provenienza: Florida State. Scelto al Draft NBA 2010 con la pick 50. Fascia di scelta: SecondRound. Tiri liberi: 70.0%, tiratore di liberi migliorabile. Rimbalzi: 61.0 a partita, forte rimbalzista. Assist: 5.0 a partita, buon passatore. Segna in media 39.0 punti a partita. Win Shares in carriera: 0.0."
7480,Magnum Rolle,2010,51,SecondRound,"Giocatore: Magnum Rolle. Provenienza: Louisiana Tech. Scelto al Draft NBA 2010 con la pick 51. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7481,Luke Harangody,2010,52,SecondRound,"Giocatore: Luke Harangody. Provenienza: Notre Dame. Scelto al Draft NBA 2010 con la pick 52. Fascia di scelta: SecondRound. Tiro da 3: 24.1%, tiratore da 3 punti poco affidabile. Tiri liberi: 73.7%, tiratore di liberi migliorabile. Rimbalzi: 196.0 a partita, forte rimbalzista. Assist: 36.0 a partita, ottimo playmaker e passatore. Segna in media 253.0 punti a partita. Win Shares in carriera: 0.9."
7482,Pape Sy,2010,53,SecondRound,"Giocatore: Pape Sy. Provenienza: Overseas (France). Scelto al Draft NBA 2010 con la pick 53. Fascia di scelta: SecondRound. Tiri liberi: 100.0%, eccellente tiratore di tiri liberi. Rimbalzi: 3.0 a partita, rimbalzista non di impatto. Assist: 2.0 a partita, non particolarmente orientato agli assist. Segna in media 7.0 punti a partita. Win Shares in carriera: 0.0."
7483,Willie Warren,2010,54,SecondRound,"Giocatore: Willie Warren. Provenienza: Oklahoma. Scelto al Draft NBA 2010 con la pick 54. Fascia di scelta: SecondRound. Tiro da 3: 33.3%, tiratore da 3 punti discreto. Tiri liberi: 75.0%, buon tiratore di tiri liberi. Rimbalzi: 12.0 a partita, forte rimbalzista. Assist: 27.0 a partita, ottimo playmaker e passatore. Segna in media 37.0 punti a partita. Win Shares in carriera: 0.2."
7484,Jeremy Evans,2010,55,SecondRound,"Giocatore: Jeremy Evans. Provenienza: Western Kentucky. Scelto al Draft NBA 2010 con la pick 55. Fascia di scelta: SecondRound. Tiro da 3: 23.1%, tiratore da 3 punti poco affidabile. Tiri liberi: 68.7%, tiratore di liberi migliorabile. Rimbalzi: 641.0 a partita, forte rimbalzista. Assist: 107.0 a partita, ottimo playmaker e passatore. Segna in media 879.0 punti a partita. Win Shares in carriera: 8.2."
7485,Hamady N'Diaye,2010,56,SecondRound,"Giocatore: Hamady N'Diaye. Provenienza: Rutgers University. Scelto al Draft NBA 2010 con la pick 56. Fascia di scelta: SecondRound. Tiri liberi: 46.2%, tiratore di liberi migliorabile. Rimbalzi: 25.0 a partita, forte rimbalzista. Assist: 3.0 a partita, non particolarmente orientato agli assist. Segna in media 20.0 punti a partita. Win Shares in carriera: 0.0."
7486,Ryan Reid,2010,57,SecondRound,"Giocatore: Ryan Reid. Provenienza: Florida State. Scelto al Draft NBA 2010 con la pick 57. Fascia di scelta: SecondRound. Tiri liberi: -10000.0%, tiratore di liberi migliorabile. Rimbalzi: 2.0 a partita, rimbalzista non di impatto. Assist: 0.0 a partita, non particolarmente orientato agli assist. Segna in media 8.0 punti a partita. Win Shares in carriera: 0.1."
7487,Derrick Caracter,2010,58,SecondRound,"Giocatore: Derrick Caracter. Provenienza: Texas-El Paso. Scelto al Draft NBA 2010 con la pick 58. Fascia di scelta: SecondRound. Tiri liberi: 73.9%, tiratore di liberi migliorabile. Rimbalzi: 43.0 a partita, forte rimbalzista. Assist: 7.0 a partita, ottimo playmaker e passatore. Segna in media 81.0 punti a partita. Win Shares in carriera: 0.3."
7488,Stanley Robinson,2010,59,SecondRound,"Giocatore: Stanley Robinson. Provenienza: UConn. Scelto al Draft NBA 2010 con la pick 59. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7489,Dwayne Collins,2010,60,SecondRound,"Giocatore: Dwayne Collins. Provenienza: Miami (FL). Scelto al Draft NBA 2010 con la pick 60. Fascia di scelta: SecondRound. Assist: 0.0 a partita, non particolarmente orientato agli assist. Win Shares in carriera: 0.0."
7490,Kyrie Irving,2011,1,Top10,"Giocatore: Kyrie Irving. Provenienza: Duke. Scelto al Draft NBA 2011 con la pick 1. Fascia di scelta: Top10. Tiro da 3: 39.4%, buon tiratore da 3 punti. Tiri liberi: 88.8%, eccellente tiratore di tiri liberi. Rimbalzi: 3173.0 a partita, forte rimbalzista. Assist: 4364.0 a partita, ottimo playmaker e passatore. Segna in media 18433.0 punti a partita. Win Shares in carriera: 91.0."
7491,Derrick Williams,2011,2,Top10,"Giocatore: Derrick Williams. Provenienza: Arizona. Scelto al Draft NBA 2011 con la pick 2. Fascia di scelta: Top10. Tiro da 3: 30.0%, tiratore da 3 punti discreto. Tiri liberi: 71.0%, tiratore di liberi migliorabile. Rimbalzi: 1693.0 a partita, forte rimbalzista. Assist: 293.0 a partita, ottimo playmaker e passatore. Segna in media 3809.0 punti a partita. Win Shares in carriera: 14.1."
7492,Enes Freedom,2011,3,Top10,"Giocatore: Enes Freedom. Provenienza: Overseas (Turkey). Scelto al Draft NBA 2011 con la pick 3. Fascia di scelta: Top10. Tiro da 3: 28.9%, tiratore da 3 punti poco affidabile. Tiri liberi: 77.7%, buon tiratore di tiri liberi. Rimbalzi: 5822.0 a partita, forte rimbalzista. Assist: 638.0 a partita, ottimo playmaker e passatore. Segna in media 8349.0 punti a partita. Win Shares in carriera: 52.8."
7493,Tristan Thompson,2011,4,Top10,"Giocatore: Tristan Thompson. Provenienza: Texas. Scelto al Draft NBA 2011 con la pick 4. Fascia di scelta: Top10. Tiro da 3: 23.8%, tiratore da 3 punti poco affidabile. Tiri liberi: 59.3%, tiratore di liberi migliorabile. Rimbalzi: 6392.0 a partita, forte rimbalzista. Assist: 799.0 a partita, ottimo playmaker e passatore. Segna in media 6810.0 punti a partita. Win Shares in carriera: 49.3."
